"PGA","PGV","Sa(T1)","Es","nu","rho","xi","c","phi","Ec","fy","tseg","mu","moment_ratio","diameter_strain_rate"
"0.20547795","0.01775153","0.306736127","51011820.3002775","0.4135417125265084","1774.3416468254015","0.06999972783296364","25207.25744528435","9.9519696556995","30055003191.380177","0.0064509098146212215","0.3475075891056423","0.5969305552817216","0.6170190145598754","0.6173589964348521"
"0.68111444","0.067236519","0.613961978","61500048.21533769","0.41619901421201166","1966.1228730497396","0.05482237087819027","31175.01168583759","11.912828232858018","27607889725.36587","0.006331300029122003","0.35011095401779146","0.598821938305784","1.8572743921246861","3.5096692365562974"
"0.62585776","0.091514835","1.147525681","62693315.764716364","0.4297356016632297","2144.0856105355465","0.049965385827738136","28845.497949010172","13.105381479780812","34336277223.9985","0.005942191614988028","0.347486843535023","0.6004201086055968","2.021304592684818","3.683479608695127"
"0.91045771","0.066401995","0.486034369","61772718.79646208","0.4313817443572235","1963.234788016043","0.050366713782018624","28745.496608512018","12.888653331220427","32241876035.49095","0.005971434366090947","0.3471429281229363","0.60188796445675","2.2147462407949843","1.7336510760721153"
"0.26976461","0.047898293","0.469614917","53595332.01639251","0.42517394040211454","1843.3066136122707","0.06053926967391219","24247.615189568663","12.37634951923229","33346240861.59506","0.006526288276974756","0.356506667243208","0.5958590867063163","1.3003297723435143","1.787382259551655"
"0.72098013","0.106356808","1.201741124","56829463.5349642","0.4233904426660613","2123.9301452713403","0.04230044087128138","27435.446205357428","12.605926029661404","32033002394.747147","0.005768645860284501","0.3501303758527808","0.5989066511874072","2.6093653222415862","5.966729061534308"
"0.5503966","0.059785556","0.525382541","63047044.39151223","0.42530958360080773","2002.14294666988","0.04849851317854694","32343.413500588627","11.554831731687605","35029334715.48153","0.006082020389516129","0.3432600336759917","0.5977658920109772","1.5014325037646403","2.196988228350689"
"0.24399402","0.032571098","0.331621499","68242143.03818683","0.4508952671744341","1866.7094447920938","0.04070562949633185","33106.948294642505","10.670170769200933","35878061808.627","0.006533056291529269","0.35483426153033165","0.5949481875460952","0.744299524584826","1.2114800242028583"
"0.23174202","0.029512782","0.723759843","66368466.84055938","0.44816808608133735","1970.0547102969265","0.03430668738934465","33329.61704568014","11.709767332464684","36966361419.7606","0.006562016093942489","0.35550784186835316","0.6001658941241678","1.2664062927079183","1.6358395644673518"
"1.2648384","0.141467206","1.049828047","57313820.44743175","0.4396287666447474","1862.605494877107","0.05961539392579875","35736.29491323189","9.805631389492461","30365863564.074802","0.005785756013554325","0.3484182864523969","0.5989368879905879","1.8612481494677091","5.596087242756047"
"0.68422938","0.144742582","1.435269167","51525219.1447418","0.4287917274977014","1881.2630645370514","0.03683409929444138","29886.298971540808","10.354518176670766","30422363886.595806","0.006084423485214935","0.35454077078437324","0.5989249169426185","2.466574642455797","8.22761557142475"
